Student_ID,Name,Gender,Age,Department,Region,Admission_Year,Semester_GPA,Attendance_%,Clubs,Hostel,Fee_Paid,Fee_Due,Placement_Status,Internship_Company,Exam_Date,Remarks
S2478,Fatima,Male,,cse,East,2023,5.8,N/A,Sports,N,50000,,,Google,05/11/2022,Excellent
S2479,Arjun,M,20.0,ECE,North,2022,6.16,,music,,45361,0,PENDING,Infosys,12-10-2021,avg
S2480,Priya,male,19.0,IT,East,20-21,6.56,85%,Coding,,,2000,Not placed,IBM,12-10-2021,
S2481,Zoya,Female,19.0,Civil,East,2020,,,Drama,No,51344,0,Placed,Accenture,05/11/2022,NA
S2482,Ali A,F,22.0,ECE,East,2022,4.36,85.93,Music,Yes,50k,NA,PENDING,Google,,Excellent
S2483,Joy,M,18.0,CIVIL,North,2022,7.71,,Music,Y,,10000,Placed,TCS,2021/13/05,Poor
S2484,Fatima,female,19.0,it,south,2022,9.06,,Sports,No,50k,0,Placed,TCS,,avg
S2485,Kruti,Male,21.0,Mech,West,2019,4.1,85%,Sports,Y,,2000,PENDING,TCS,05/11/2022,
S2486,Kiran,male,23.0,MECH,North,20-21,7.83,91.73,Drama,Y,50000,,,Accenture,05/11/2022,
S2487,Aisha,F,19.0,MECH,West,2022,6.98,N/A,Sports,,50000,2000,,TCS,05/11/2022,avg
S2488,Fatima,M,200.0,IT,East,2020,7.87,85%,Drama,No,50k,,Placed,IBM,2023-05-12,Excellent
S2489,Rohan,Male,200.0,it,West,2020,8.31,,Coding,No,,10000,Placed,Amazon,2021/13/05,Good
S2490,Priya,M,,CIVIL,south,2023,9.47,91.05,Coding,Y,50k,,Placed,Google,12-10-2021,Poor
S2491,Sneha,M,22.0,Civil,West,20-21,8.04,85%,Drama,,50k,5000,Not placed,None,12-10-2021,Good
S2492,Meera,F,23.0,IT,South,2022,7.18,93.15,,Yes,50000,NA,Placed,Wipro,05/11/2022,avg
S2493,Neha,male,18.0,Civil,West,2021,7.6,85%,,No,76311,5000,Placed,Wipro,2023-05-12,avg
S2494,Priya,F,19.0,it,south,2023,6.24,,music,N,50000,10000,,TCS,2023-05-12,
S2495,Harsh,female,23.0,ECE,East,2021,4.44,72.25,Sports,N,,NA,PENDING,Flipkart,2023-05-12,avg
S2496,Fatima,M,23.0,IT,East,20-21,6.65,85%,music,,50k,2000,PENDING,Accenture,05/11/2022,avg
S2497,Aisha,Female,18.0,cse,North,2023,5.13,85%,Music,Yes,50k,5000,,Accenture,05/11/2022,NA
S2498,Rohan,male,21.0,Civil,south,20-21,5.16,N/A,Coding,No,50000,0,placed,Google,05/11/2022,Good
S2499,Joy,Female,23.0,Civil,nORTH,20-21,8.85,68.35,,,51874,2000,PENDING,None,12-10-2021,Good
S2500,Kabir,male,19.0,Mech,south,2021,4.47,N/A,,No,50000,,,Wipro,05/11/2022,avg
S2501,Kruti,female,21.0,it,South,2019,9.93,85%,None,N,50k,NA,placed,IBM,12-10-2021,NA
S2502,Kabir C,Male,,CIVIL,nORTH,2020,8.1,85%,Sports,No,,10000,placed,None,05/11/2022,Excellent
S2503,Rohan,female,19.0,IT,nORTH,2020,7.76,59.63,Drama,,50k,10000,PENDING,Amazon,,avg
S2504,Rahul,Female,23.0,Civil,south,2019,8.55,N/A,,N,,NA,Not placed,None,05/11/2022,Excellent
S2505,Priya,Female,21.0,Mech,South,2022,5.88,80.72,,Y,50000,10000,PENDING,Infosys,05/11/2022,
S2506,Simran,Female,,Mech,South,2023,4.18,,Music,N,69436,,placed,Wipro,2021/13/05,Good
S2507,Neha,F,20.0,Mech,North,2022,9.7,N/A,Music,,50k,2000,Placed,Amazon,2023-05-12,avg
S2508,Joy,M,22.0,Ece,south,20-21,4.7,53.39,Drama,No,,NA,,Flipkart,,Good
S2509,Ali,female,200.0,ECE,East,2020,7.36,85%,music,Yes,50000,,Not placed,Wipro,,Good
S2510,Vikram,female,200.0,CIVIL,East,2023,9.23,85%,music,,50k,2000,Not placed,IBM,,avg
S2511,Amit,F,21.0,cse,East,2019,5.96,,Sports,Yes,50k,5000,Placed,,2023-05-12,Poor
S2512,Rohan,Male,18.0,Civil,East,2021,4.06,,Sports,Y,50000,5000,placed,Google,05/11/2022,
S2513,Arjun,Male,21.0,cse,South,2022,7.68,64.71,Drama,Yes,,,Placed,IBM,2023-05-12,avg
S2514,Priya,male,18.0,Ece,North,2023,6.94,81.56,,Yes,,NA,PENDING,Infosys,2021/13/05,Excellent
S2515,Jose,Female,20.0,CSE,South,2020,,,Drama,No,,10000,placed,Google,05/11/2022,avg
S2516,Vikram,F,18.0,CSE,south,2023,4.05,85%,Drama,N,50000,5000,Placed,Google,,Excellent
S2517,Zoya,F,21.0,Mech,South,20-21,5.22,,,No,58939,,Not placed,Infosys,2023-05-12,NA
S2518,Kabir,M,22.0,it,nORTH,2022,,85%,music,Yes,50k,NA,Not placed,Flipkart,,Good
S2519,Kiran,Female,200.0,Ece,West,2020,5.82,,Drama,Yes,94230,NA,placed,Flipkart,2021/13/05,NA
S2520,Amit,Male,23.0,Civil,West,2023,5.2,45.12,Sports,N,50k,5000,Not placed,Amazon,12-10-2021,Excellent
S2521,Kiran,male,22.0,CIVIL,West,2022,4.44,,Music,No,50k,5000,Not placed,,,Good
S2522,Zoya C,female,19.0,CSE,East,2022,9.5,64.46,Music,Yes,50000,,placed,Amazon,2023-05-12,Poor
S2523,Fatima,Female,23.0,IT,West,2020,8.76,85%,Coding,N,50000,,Placed,Infosys,05/11/2022,
S2524,Zoya,Female,23.0,cse,south,2021,5.65,85%,Sports,No,50k,5000,PENDING,TCS,2023-05-12,avg
S2525,Kiran,Female,21.0,MECH,North,2021,8.01,93.24,Sports,N,,5000,Placed,IBM,05/11/2022,Poor
S2526,Joy,F,19.0,CIVIL,South,2019,7.01,,Music,No,26044,NA,Not placed,Accenture,,
S2527,Vikram,Male,19.0,Ece,North,2020,6.21,,Sports,No,50k,,,Wipro,2023-05-12,NA
S2528,Arjun,F,18.0,MECH,south,2023,4.16,85%,,Yes,,5000,Not placed,Wipro,,Excellent
S2529,Aisha,male,18.0,cse,West,2020,5.08,85%,music,Y,41440,10000,Not placed,Infosys,12-10-2021,Poor
S2530,Rahul A,Male,20.0,MECH,North,2019,7.48,,Music,No,50000,10000,Placed,IBM,05/11/2022,Good
S2531,Simran,M,22.0,it,West,2023,8.13,N/A,Sports,Y,50000,0,PENDING,Google,05/11/2022,avg
S2532,Kruti,M,,Mech,East,2022,7.67,82.89,Coding,,50k,10000,,Accenture,05/11/2022,NA
S2533,Harsh,female,20.0,Civil,south,2020,4.89,N/A,music,Yes,36211,,placed,IBM,,Excellent
S2534,Meera,female,21.0,CSE,East,2023,8.77,,music,Y,73923,,Placed,Google,2021/13/05,avg
S2535,Joy,Male,20.0,IT,East,2019,7.31,50.34,Music,No,50k,2000,Placed,IBM,2023-05-12,NA
S2536,Zoya,Male,21.0,MECH,East,2023,7.08,77.25,None,N,45222,5000,Placed,Accenture,12-10-2021,Poor
S2537,Aisha,male,19.0,Mech,East,2022,6.81,,Music,N,50000,10000,,,2023-05-12,
S2538,Kruti,male,21.0,MECH,South,2023,7.36,40.32,Coding,Yes,67542,2000,,None,05/11/2022,Good
S2539,Aisha,male,,CSE,nORTH,2022,5.04,89.56,Coding,Yes,95880,NA,Not placed,Wipro,,
S2540,Zoya,female,18.0,MECH,West,20-21,7.47,85%,music,No,,5000,Placed,Amazon,05/11/2022,Good
S2541,Priya,M,21.0,MECH,south,2023,9.08,N/A,Music,Yes,50k,0,,,05/11/2022,avg
S2542,Joy,Female,18.0,IT,South,2020,7.15,,Coding,Y,,5000,Placed,None,05/11/2022,Excellent
S2543,Ali,M,,Mech,East,20-21,5.62,85%,Music,,50k,0,PENDING,TCS,05/11/2022,NA
S2544,Neha,male,21.0,ECE,south,20-21,6.15,,Drama,No,50000,5000,,Accenture,12-10-2021,Poor
S2545,Ali,M,200.0,ECE,south,2020,8.34,,music,No,59854,10000,placed,Wipro,12-10-2021,avg
S2546,Arjun,male,200.0,ECE,West,20-21,4.11,N/A,Sports,N,50000,10000,Placed,Accenture,,Excellent
S2547,Rahul C,male,200.0,MECH,South,2022,4.68,85%,None,Y,,,Not placed,Google,2021/13/05,Good
S2548,Rahul,Female,23.0,CSE,South,2022,5.94,N/A,Coding,No,50k,0,PENDING,Amazon,,Poor
S2549,Meera,F,22.0,Ece,East,2023,6.88,N/A,music,Yes,,,Not placed,IBM,2023-05-12,avg
S2550,Sneha,Female,18.0,Ece,nORTH,2022,5.79,N/A,,,,,,None,2021/13/05,Good
S2551,Priya,male,21.0,it,West,2020,4.36,60.47,Drama,No,50k,2000,placed,Amazon,2021/13/05,avg
S2552,Jose,male,23.0,IT,south,2023,7.01,N/A,Sports,Yes,50k,NA,Not placed,Google,12-10-2021,Poor
S2553,Kruti,female,,MECH,south,2022,5.64,96.06,Music,N,50000,,Not placed,,2021/13/05,avg
S2554,Fatima,Female,23.0,it,North,2021,4.96,,Music,N,22847,5000,Not placed,,12-10-2021,avg
S2555,Joy,F,21.0,MECH,North,2021,9.46,85%,None,,50k,,Not placed,,12-10-2021,NA
S2556,Rahul,M,,CSE,West,2021,9.93,86.55,Drama,No,,2000,Not placed,Flipkart,05/11/2022,Poor
S2557,Simran,Male,200.0,CSE,nORTH,2022,6.08,85%,None,Y,50000,,,Flipkart,2021/13/05,Excellent
S2558,Rahul,Female,23.0,Civil,South,2022,4.83,53.27,None,N,28739,,placed,Google,,Good
S2559,Fatima,Female,20.0,IT,North,2022,,,Music,No,50k,10000,,TCS,05/11/2022,avg
S2560,Ali,F,21.0,Mech,South,20-21,4.33,,music,,50000,NA,Not placed,TCS,05/11/2022,avg
S2561,Fatima,female,19.0,cse,nORTH,2020,8.19,75.34,None,,50000,5000,Placed,TCS,12-10-2021,Good
S2562,Kiran,Female,21.0,Mech,nORTH,2022,,N/A,None,N,87125,,Placed,Amazon,05/11/2022,Poor
S2563,Sneha,female,200.0,CIVIL,West,2021,9.86,N/A,Music,Yes,,NA,,Accenture,05/11/2022,Poor
S2564,Rohan,M,,CSE,East,2019,7.52,,None,N,30771,10000,PENDING,Amazon,,NA
S2565,Jose,M,20.0,CSE,East,2019,5.66,N/A,Music,,50000,0,,Wipro,2023-05-12,NA
S2566,Rohan,male,22.0,Civil,North,2020,5.83,59.98,Coding,No,50k,0,PENDING,None,12-10-2021,
S2567,Aisha,F,21.0,it,South,20-21,7.91,82.37,None,N,50k,0,,Amazon,2021/13/05,
S2568,Fatima,female,23.0,Civil,East,2020,6.92,47.27,Coding,N,,,PENDING,IBM,12-10-2021,avg
S2569,Kiran,F,22.0,Ece,East,2019,5.55,N/A,Sports,No,50000,0,Placed,Google,2023-05-12,NA
S2570,Amit,F,22.0,ECE,South,2019,7.84,85%,music,Yes,50k,0,,Accenture,05/11/2022,NA
S2571,Simran,Female,200.0,Ece,North,20-21,9.19,58.47,music,,50k,2000,,Infosys,2023-05-12,
S2572,Ali,male,23.0,it,nORTH,2020,8.86,82.8,Music,Yes,50k,2000,Placed,,2023-05-12,
S2573,Kruti,M,200.0,ECE,East,2022,4.89,40.52,None,N,87562,,PENDING,Infosys,05/11/2022,
S2574,Sneha,M,,Mech,South,2019,9.48,N/A,Coding,Yes,50k,0,Not placed,Wipro,,Excellent
S2575,Kruti,female,18.0,cse,South,2019,8.06,N/A,Coding,N,74774,10000,,TCS,12-10-2021,NA
S2576,Neha,male,22.0,IT,nORTH,2023,8.21,N/A,Drama,N,25440,2000,PENDING,IBM,,Poor
S2577,Ali,F,20.0,it,south,2022,5.29,N/A,Music,No,37962,10000,,Flipkart,12-10-2021,avg
S2578,Rahul,male,20.0,IT,nORTH,20-21,9.28,N/A,music,N,,2000,,Infosys,,Poor
S2579,Meera,male,20.0,CIVIL,south,2022,8.25,68.79,music,No,50k,,,Google,2021/13/05,NA
S2580,Rohan,female,22.0,Mech,south,2022,4.95,85%,Music,Y,50000,10000,PENDING,Google,2021/13/05,
S2581,Joy,Male,18.0,Mech,East,2023,9.19,92.43,Sports,Yes,,0,placed,None,12-10-2021,avg
S2582,Aisha,Female,23.0,Mech,nORTH,2021,4.69,,Music,Y,,5000,,Amazon,12-10-2021,avg
S2583,Arjun,male,20.0,cse,South,20-21,5.13,76.8,Drama,Yes,,NA,PENDING,Google,12-10-2021,NA
S2584,Arjun,M,20.0,Ece,East,2020,9.05,63.66,Coding,No,50000,2000,,None,2023-05-12,
S2585,Rohan,female,20.0,Mech,North,2023,8.87,45.55,Music,Y,50000,0,placed,Accenture,2023-05-12,avg
S2586,Rahul,F,200.0,ECE,South,2020,5.37,77.91,music,Y,50000,,Placed,,2023-05-12,
S2587,Zoya,M,200.0,CSE,south,2022,8.78,85%,Coding,N,50000,NA,,Google,2023-05-12,Good
S2588,Amit,female,,IT,South,2020,5.85,,music,Yes,50000,NA,placed,Wipro,05/11/2022,Excellent
S2589,Priya,Male,21.0,cse,North,2019,9.37,85%,Coding,N,50k,NA,placed,Accenture,2023-05-12,Good
S2590,Jose,Female,21.0,Civil,South,2023,5.83,55.78,Drama,Yes,53888,10000,placed,Google,2023-05-12,avg
S2591,Aisha,F,18.0,Mech,south,2019,5.62,N/A,Sports,No,50000,0,placed,None,,Poor
S2592,Ali C,female,23.0,CIVIL,North,2022,8.43,85%,music,Y,50k,5000,Placed,Google,05/11/2022,Poor
S2593,Meera,Male,23.0,cse,South,2023,8.72,N/A,Drama,Y,50k,2000,PENDING,None,,NA
S2594,Rahul,Male,18.0,Ece,nORTH,2023,8.06,,None,,,NA,Not placed,TCS,05/11/2022,avg
S2595,Amit,Male,200.0,Ece,East,20-21,6.36,53.08,None,,,,,Infosys,05/11/2022,NA
S2596,Kiran B,M,,Ece,North,2021,9.4,68.03,Drama,No,28956,NA,,Accenture,05/11/2022,Excellent
S2597,Sneha,female,22.0,IT,South,2022,8.11,85%,Drama,No,50000,10000,placed,Accenture,2023-05-12,NA
S2598,Amit,female,22.0,Civil,nORTH,2022,7.54,N/A,Music,N,73424,0,Placed,Google,12-10-2021,NA
S2599,Kruti,female,22.0,Ece,nORTH,2019,9.53,50.43,None,Yes,,0,placed,TCS,05/11/2022,NA
S2600,Kruti,female,20.0,CIVIL,South,20-21,6.93,N/A,Drama,No,50000,2000,,Accenture,,Excellent
S2601,Rohan,female,22.0,MECH,North,2021,7.57,85%,Sports,,50000,10000,Not placed,Wipro,12-10-2021,Good
S2602,Sneha,F,19.0,cse,West,2023,5.77,N/A,music,No,,2000,,,05/11/2022,Poor
S2603,Meera,Female,22.0,Mech,South,2023,8.64,N/A,Sports,No,53545,10000,Not placed,Infosys,12-10-2021,Excellent
S2604,Kabir,male,21.0,Mech,nORTH,2022,9.88,N/A,music,Yes,87531,NA,Not placed,Infosys,05/11/2022,Poor
S2605,Ali,M,22.0,ECE,West,2021,7.12,85%,,,,NA,Placed,,2023-05-12,Poor
S2606,Neha C,male,20.0,it,West,2020,4.61,96.55,None,,50k,NA,,Accenture,2021/13/05,Excellent
S2607,Vikram,F,,CIVIL,North,2022,5.34,N/A,,Yes,,,Not placed,Amazon,12-10-2021,avg
S2608,Harsh,M,19.0,IT,West,2022,6.71,72.53,Music,Y,50000,5000,placed,TCS,2023-05-12,avg
S2609,Zoya,F,200.0,Ece,south,2019,7.6,N/A,Sports,Yes,81741,5000,Not placed,Amazon,,Excellent
S2610,Kiran,male,200.0,Ece,South,2021,6.56,65.62,,,50000,2000,placed,IBM,,Good
S2611,Fatima,female,23.0,it,East,2021,9.73,N/A,Coding,Y,50k,,Not placed,Flipkart,2023-05-12,avg
S2612,Priya,Female,22.0,CSE,nORTH,2022,4.63,N/A,None,,50000,NA,placed,Amazon,2021/13/05,Poor
S2613,Kiran,female,23.0,Civil,nORTH,2023,7.0,68.02,Sports,No,50000,2000,Not placed,Google,2023-05-12,NA
S2614,Sneha,female,19.0,Civil,south,2021,9.49,70.12,,,50000,,PENDING,None,05/11/2022,Good
S2615,Rahul A,Male,19.0,CSE,south,2022,7.25,55.18,None,N,26417,,Not placed,Infosys,12-10-2021,Good
S2616,Arjun,F,,CIVIL,East,2021,5.83,69.98,Drama,,62159,2000,placed,Amazon,05/11/2022,Good
S2617,Harsh,F,200.0,Civil,East,2021,9.57,85%,Music,N,,,PENDING,None,12-10-2021,Good
S2618,Vikram,Male,19.0,CSE,nORTH,2020,6.34,85%,Sports,,50k,,Placed,Wipro,2021/13/05,Poor
S2619,Kabir A,M,200.0,CSE,South,2021,4.63,50.82,Sports,Yes,92154,0,Placed,Amazon,,
S2620,Vikram,male,19.0,IT,south,2023,4.84,85%,Coding,Yes,58855,0,,Infosys,2023-05-12,Poor
S2621,Fatima,female,21.0,CIVIL,West,2020,9.67,97.07,music,N,63001,0,,TCS,2023-05-12,Good
S2622,Simran,Female,200.0,ECE,North,2023,6.74,64.62,Coding,No,50k,NA,,Flipkart,05/11/2022,Poor
S2623,Meera,male,21.0,Ece,West,2022,4.23,85%,music,,,,placed,Flipkart,12-10-2021,Excellent
S2624,Meera,female,20.0,MECH,North,20-21,5.73,85%,Drama,N,50000,5000,,Wipro,,Excellent
S2625,Amit,F,20.0,IT,nORTH,2021,7.88,N/A,Music,No,,,,TCS,2021/13/05,NA
S2626,Harsh,F,19.0,IT,North,2021,5.35,85%,None,,,2000,Placed,IBM,,
S2627,Kruti,Female,22.0,Ece,West,2019,6.51,N/A,None,N,50k,10000,Not placed,TCS,2023-05-12,Poor
S2628,Joy,Male,,CSE,south,2020,,N/A,Sports,Y,50k,NA,Not placed,Wipro,,avg
S2629,Kiran,male,20.0,MECH,North,2020,9.44,,Sports,N,50k,10000,placed,Infosys,2021/13/05,Good
S2630,Kabir,Male,21.0,CIVIL,nORTH,2020,9.35,N/A,Sports,,50k,5000,placed,Flipkart,2023-05-12,avg
S2631,Amit,F,21.0,cse,nORTH,2022,6.4,66.66,Sports,Yes,50000,5000,Placed,Amazon,2021/13/05,Good
S2632,Amit,Male,20.0,ECE,nORTH,2021,5.4,48.97,Coding,Y,39179,,Not placed,Infosys,2023-05-12,Good
S2633,Aisha,female,20.0,cse,East,2019,4.7,48.16,None,,20832,NA,Not placed,Google,12-10-2021,Poor
S2634,Joy,male,,it,South,2022,6.45,85%,Drama,No,56551,2000,Not placed,None,2021/13/05,NA
S2635,Joy A,male,23.0,it,south,20-21,7.29,54.03,Music,Yes,50k,0,placed,Accenture,2021/13/05,
S2636,Neha,F,18.0,ECE,North,2022,9.06,93.7,Drama,,,2000,Not placed,Google,12-10-2021,
S2637,Joy,F,19.0,CSE,West,20-21,7.7,85%,Sports,N,45364,,,IBM,05/11/2022,Excellent
S2638,Arjun A,Female,23.0,cse,south,20-21,7.73,N/A,Music,,50000,2000,PENDING,None,,avg
S2639,Jose,Female,21.0,MECH,West,2020,8.13,78.7,Sports,Y,91251,5000,placed,Amazon,,NA
S2640,Fatima,F,,Ece,West,2023,5.05,,,N,51530,10000,PENDING,,05/11/2022,avg
S2641,Jose,F,22.0,ECE,South,20-21,8.82,,None,,50000,2000,placed,Wipro,,NA
S2642,Zoya,M,,CSE,West,20-21,7.33,N/A,Sports,N,,0,PENDING,Amazon,12-10-2021,NA
S2643,Aisha,Male,22.0,Mech,West,2019,9.86,85%,Coding,Y,73272,2000,Not placed,Infosys,,Excellent
S2644,Fatima,M,23.0,IT,West,2019,9.38,95.17,music,,75115,0,PENDING,Flipkart,,avg
S2645,Amit,male,200.0,Ece,North,2021,7.29,N/A,Music,N,50k,0,PENDING,Google,05/11/2022,Good
S2646,Jose,Male,,Ece,nORTH,2022,7.03,N/A,Coding,No,50000,0,placed,TCS,2023-05-12,Excellent
S2647,Neha,F,18.0,CSE,South,2019,4.2,85%,music,N,,10000,,IBM,2021/13/05,avg
S2648,Simran,male,20.0,Civil,south,2020,4.09,85%,Coding,Yes,,,,,,Good
S2649,Harsh,M,22.0,Civil,south,20-21,6.77,,music,N,50k,10000,placed,Wipro,2023-05-12,avg
S2650,Kabir,F,,CSE,south,2022,8.07,,,N,25411,2000,placed,Wipro,12-10-2021,
S2651,Jose B,M,18.0,Civil,East,20-21,8.09,N/A,Drama,No,50k,5000,PENDING,Amazon,05/11/2022,Good
S2652,Jose,M,19.0,it,South,2022,6.08,85%,None,Yes,22018,0,,Infosys,12-10-2021,Poor
S2653,Rahul,female,,CIVIL,West,2021,,46.63,Coding,N,25249,NA,,Accenture,12-10-2021,avg
S2654,Vikram B,male,19.0,cse,nORTH,20-21,5.56,85%,Sports,Yes,50000,5000,Not placed,Amazon,2023-05-12,Excellent
S2655,Simran,female,21.0,CSE,nORTH,20-21,7.35,85%,,N,50000,2000,PENDING,Accenture,2023-05-12,Poor
S2656,Rahul,male,20.0,ECE,North,2019,5.48,51.19,Drama,No,50000,,Not placed,Amazon,12-10-2021,Good
S2657,Harsh,Male,20.0,Mech,South,2019,4.23,N/A,Music,Yes,70919,5000,Not placed,Google,12-10-2021,Excellent
S2658,Kruti,male,22.0,Ece,nORTH,2019,4.18,,music,Y,50k,2000,Not placed,None,2023-05-12,Good
S2659,Fatima,Female,,Ece,West,2020,,85%,Drama,,,2000,Placed,None,2023-05-12,NA
S2660,Kabir,Male,19.0,Mech,West,20-21,6.22,97.18,Music,Yes,50k,5000,,Google,05/11/2022,Good
S2661,Ali,Male,20.0,cse,West,2022,4.63,84.62,Sports,Y,50000,2000,Placed,Wipro,12-10-2021,Excellent
S2662,Jose A,Female,200.0,Civil,North,2021,5.76,85%,Drama,No,50k,0,Not placed,None,2021/13/05,NA
S2663,Rahul,Male,200.0,CSE,East,20-21,6.19,85%,Coding,N,,0,PENDING,TCS,,Poor
S2664,Neha,F,20.0,Ece,South,2019,6.54,N/A,,Y,23626,5000,PENDING,Infosys,,Poor
S2665,Neha,female,19.0,Mech,East,2022,8.88,85%,Drama,No,50000,5000,Not placed,Google,12-10-2021,Good
S2666,Zoya,M,,CSE,nORTH,20-21,9.21,85%,,,84745,0,,Amazon,,
S2667,Simran C,Female,19.0,MECH,south,2022,4.41,85%,Drama,,50000,5000,placed,Accenture,,Good
S2668,Amit,Female,,CIVIL,West,2019,8.25,42.98,None,Yes,50k,,PENDING,Infosys,2021/13/05,NA
S2669,Neha,M,22.0,cse,nORTH,2022,4.08,N/A,music,Yes,46911,NA,Placed,Flipkart,,
S2670,Kiran,male,22.0,CSE,East,2023,7.79,77.31,Sports,N,40739,0,,Accenture,2023-05-12,
S2671,Harsh,female,20.0,cse,North,2023,7.62,85%,None,Yes,,0,placed,Flipkart,2021/13/05,avg
S2672,Joy B,Male,21.0,Mech,North,20-21,4.35,,Drama,No,,0,PENDING,TCS,12-10-2021,Good
S2673,Arjun,F,23.0,Ece,East,2022,7.35,57.44,,N,50000,,Placed,Google,12-10-2021,NA
S2674,Meera,F,20.0,Civil,West,2021,5.43,N/A,,No,50k,0,,IBM,2021/13/05,avg
S2675,Ali,male,19.0,Civil,South,2021,6.1,N/A,None,Yes,94946,2000,Placed,Google,05/11/2022,
S2676,Ali,Male,200.0,MECH,East,2019,,,Coding,,50000,5000,placed,IBM,2023-05-12,Excellent
S2677,Jose,female,22.0,Civil,South,2022,7.25,85%,Music,N,27801,NA,Placed,IBM,2023-05-12,Good
S2678,Amit,F,23.0,MECH,south,2021,7.41,,Music,Y,,5000,Not placed,Wipro,2023-05-12,
S2679,Rahul,male,,ECE,nORTH,2022,6.37,85%,Music,Y,,0,PENDING,Wipro,05/11/2022,avg
S2680,Joy,Male,20.0,it,nORTH,2021,5.78,,Music,No,,0,PENDING,IBM,2021/13/05,
S2681,Zoya,Male,20.0,CSE,East,2022,9.28,N/A,Sports,Y,34851,5000,Placed,IBM,,NA
S2682,Aisha,female,,Ece,south,2022,8.27,81.0,Music,,46417,0,placed,Amazon,2021/13/05,NA
S2683,Ali,Male,22.0,it,south,2022,,85%,Music,No,50k,10000,placed,IBM,2021/13/05,Good
S2684,Neha,female,,CIVIL,West,2021,5.38,,,No,50000,2000,Not placed,Accenture,,avg
S2685,Harsh,male,19.0,Mech,nORTH,2019,5.37,86.74,Coding,Yes,25400,0,Placed,Wipro,,Poor
S2686,Kiran,Female,19.0,cse,south,2020,8.45,,music,N,60773,,placed,Accenture,2023-05-12,Good
S2687,Simran,female,,Ece,West,20-21,7.58,90.23,,,,NA,placed,Infosys,2023-05-12,Poor
S2688,Vikram,Female,18.0,MECH,East,2021,5.41,85%,Music,N,,,placed,Amazon,2021/13/05,NA
S2689,Kiran,M,200.0,ECE,East,2022,6.84,N/A,Coding,Y,,2000,Placed,None,05/11/2022,
S2690,Rohan,male,23.0,it,East,2020,4.18,,,Yes,50000,2000,PENDING,Accenture,12-10-2021,avg
S2691,Rahul,male,23.0,it,West,2020,7.47,85%,music,Y,50000,5000,,Infosys,12-10-2021,Excellent
S2692,Amit,F,23.0,Ece,West,2021,8.34,N/A,Sports,N,50000,NA,placed,Infosys,05/11/2022,
S2693,Fatima,Female,,Ece,South,2022,4.94,58.55,music,N,50000,10000,placed,None,12-10-2021,Good
S2694,Simran B,female,22.0,CIVIL,North,2023,5.78,,Music,No,56954,NA,,Amazon,2021/13/05,Good
S2695,Priya,male,200.0,IT,North,2020,7.68,74.81,Sports,Yes,50k,10000,Placed,,05/11/2022,NA
S2696,Fatima,Female,,ECE,West,2022,8.39,N/A,Sports,,50000,0,Not placed,Google,2021/13/05,Poor
S2697,Kruti,male,,Civil,East,2022,7.4,85%,,,,0,Placed,Google,2021/13/05,avg
S2698,Kiran,F,18.0,IT,West,2019,7.1,,Music,Y,50000,10000,Not placed,Wipro,05/11/2022,Good
S2699,Kiran B,male,,cse,south,2023,,41.11,,Y,70996,2000,Not placed,Flipkart,2023-05-12,Poor
S2700,Amit,female,23.0,Civil,nORTH,2022,9.76,68.99,music,,46762,NA,placed,Infosys,12-10-2021,Poor
S2701,Harsh C,female,20.0,Civil,East,2022,6.95,83.11,Sports,Yes,50k,NA,Not placed,,2023-05-12,Excellent
S2702,Kiran,female,22.0,MECH,North,2023,6.44,N/A,None,N,50000,2000,PENDING,Infosys,05/11/2022,Good
S2703,Kiran,female,23.0,Civil,south,2022,7.94,85%,Coding,N,50369,,placed,Flipkart,12-10-2021,Good
S2704,Kabir,Male,19.0,CIVIL,nORTH,2022,6.41,85%,Drama,Y,67228,NA,PENDING,Infosys,12-10-2021,NA
S2705,Kiran C,female,23.0,Civil,south,2021,6.41,85%,Coding,N,50000,NA,PENDING,Infosys,2023-05-12,Good
S2706,Simran,Female,23.0,Mech,South,2023,7.46,43.93,Music,Y,50k,0,PENDING,Infosys,,
S2707,Amit,Male,18.0,Mech,south,2019,9.9,,Drama,Yes,88656,,placed,Accenture,2023-05-12,Excellent
S2708,Joy,female,22.0,Mech,East,2020,4.48,N/A,Music,Y,50000,5000,,Google,,Excellent
S2709,Amit C,female,20.0,ECE,East,2019,4.3,52.03,Sports,,50k,NA,Placed,Google,,Poor
S2710,Kiran,male,23.0,CSE,East,20-21,7.32,63.33,Drama,,,10000,PENDING,,12-10-2021,Poor
S2711,Kabir,female,200.0,ECE,West,2019,8.72,62.81,None,N,39033,2000,,Wipro,2021/13/05,Excellent
S2712,Amit,female,22.0,CSE,south,2022,5.3,N/A,,N,55966,0,Placed,IBM,12-10-2021,Excellent
S2713,Priya,M,18.0,ECE,North,2022,4.99,85%,Music,Yes,50k,10000,,None,12-10-2021,
S2714,Kabir,Female,20.0,Ece,West,2019,5.32,,Coding,No,50k,,,Wipro,2021/13/05,Good
S2715,Sneha,Male,21.0,cse,West,20-21,8.66,N/A,Coding,No,71745,NA,PENDING,Wipro,05/11/2022,Poor
S2716,Zoya,Male,22.0,ECE,East,2020,8.62,85%,Drama,N,,,placed,IBM,2023-05-12,avg
